03848P,國泰金元大03售02
079641,群創兆豐06購03
065953,宏達電統一03購01
066944,鴻海元大01購13
067247,瀚宇博群益01購02
076962,聯發科群益05購04
077484,世紀鋼國票07購02
078441,泰鼎群益06購01
078562,臺指反元大09購02
064400,大成鋼凱基01購01
077799,南電凱基08購01
066332,慧洋永豐01購01
066689,技嘉台新01購01
073521,泰鼎兆豐04購01
076717,聯茂中信06購01
077343,健鼎兆豐05購01
6533,晶心科
066320,順德永豐01購01
069798,欣興凱基02購11
074300,台表科兆豐05購02
067233,微星群益02購02
074336,台積電群益04購09
074996,台達電群益05購01
076614,華立國票06購01
076753,南電凱基05購03
077133,聯電凱基06購02
04193P,臺股指元大04售19
04482P,台積電國票04售10
061280,國巨統一9C購06
068111,大成鋼元富07購01
068944,中石化凱基04購01
073947,可成凱基04購06
076809,寶成國票06購02
04839P,台積電兆豐06售03
066377,健策兆豐01購02
072315,啟碁元富06購01
075241,欣興統一07購02
078632,聯發科麥證06購01
064435,聯發科凱基02購03
065790,創意永豐9C購02
069944,T50反1台新04購02
076522,永豐餘元大06購01
04780P,臺股指國票09售12
068248,美律元大01購05
072352,祥碩群益04購01
072644,鴻海元富07購12
077149,台灣50元大05購15
062872,華通兆豐9C購01
067359,牧德群益01購02
074234,鴻海凱基07購01
074727,元金2X元大04購01
069195,上銀台新02購01
072688,南亞科永豐03購01
076658,道瓊反元富07購01
078739,圓剛元富09購03
08638P,泰碩國票9C售01
063889,滬深2X群益02購01
069121,聯鈞群益02購01
070392,佳世達國票03購02
073986,臺股指統一04購01
074203,鴻海兆豐05購02
1312,國喬
072280,台積電元大05購03
079076,長榮永豐06購05
065400,華擎群益01購02
069136,台積電永豐02購03
08735P,上証2X凱基03售01
3557,嘉威
04036P,台積電兆豐04售04
04149P,T50正2群益03售02
04492P,聯電凱基04售12
064206,鴻海凱基03購02
070017,欣興麥證02購03
071511,華新永豐03購01
074199,奇力新中信05購01
074843,旺宏群益04購05
08583P,鴻海群益01售05
04530P,上証2X凱基04售02
05423P,旺宏元富06售03
067297,台積電元大02購03
071555,奇鋐元大04購01
076995,日電貿國票06購01
08927P,技嘉元富07售04
3050,鈺德
065398,國泰金群益9C購01
070798,南亞科國票03購01
072827,松翰群益04購01
075599,台聚凱基05購01
075981,順德群益05購01
057393,台積電中信02購01
065969,台積電元大01購06
069481,華通元大02購05
072075,智原永豐03購01
072229,松翰凱基04購01
075248,儒鴻元富08購01
079113,正崴凱基07購01
079540,香港2X群益06購01
08626P,臺股指群益9C售21
03406P,大立光群益02售07
063261,康控富邦03購01
064796,緯穎國票01購01
066122,卜蜂群益03購01
070873,金像電元富05購01
072930,可成元大04購03
074692,華城元富0A購03
075341,台積電群益05購08
076402,創意永豐05購04
074305,華通凱基04購02
075540,萬海國票06購01
076974,華新科中信05購02
079179,南茂富邦07購01
068428,神隆凱基03購01
078465,鴻海統一08購02
2206,三陽工業
03919P,嘉澤永豐03售01
065018,台達電富邦03購01
075375,玉晶光兆豐06購01
075495,台光電元大06購01
04834P,創意國票06售01
064238,玉晶光統一01購08
065539,瑞儀統一01購01
067342,新日興凱基01購02
067466,元金2X元大03購01
078724,圓剛統一09購01
1521,大億
03706P,台灣50群益03售08
072012,松翰永豐03購01
077465,旺宏國票07購01
03971P,台積電元大03售14
067773,台郡統一02購04
070353,中石化國票05購01
074690,愛普統一07購01
076702,美利達富邦05購01
08843P,台表科凱基01售01
03712C,T50反1凱基06牛06
065585,聯發科富邦03購02
074593,精成科群益04購02
065892,聯發科統一02購04
069787,美食康和02購01
070175,聯發科永豐02購05
071956,強茂凱基03購03
074622,國揚凱基04購01
078462,岱宇統一08購01
063090,道瓊反中信9C購02
070170,台新金中信06購01
075398,上銀統一07購02
2314,台揚
03718C,臺股指元大05牛53
076564,華碩富邦06購01
073959,臺股指凱基04購20
05317P,華邦電國票07售01
066388,力山凱基01購02
065843,瑞昱元大9C購03
067797,臺股指群益01購09
070496,道瓊反國票03購01
074606,立積元大04購05
079615,玉晶光富邦06購01
03026P,國巨元大01售13
03737P,國巨凱基03售05
04486P,台積電國票05售12
068197,聯發科凱基01購19
076821,聯茂富邦05購01
079774,精英永豐06購01
04423P,瑞昱凱基04售05
05344P,台灣50群益06售04
067898,玉晶光群益02購12
070505,聯發科國票03購10
076699,聯詠富邦07購01
078742,群創元富08購02
1504,東元
065541,GIS統一01購05
065889,鴻海統一03購02
071330,日月光統一03購01
077690,臺股指凱基08購01
059156,台灣50凱基01購03
064095,鴻海群益01購02
067191,康控凱基01購02
070563,泰碩國票02購01
071927,道瓊銀國泰04購02
07992P,玉晶光群益01售04
062426,大立光統一02購02
070018,南電麥證02購01
079760,開發金元富09購01
064208,智邦凱基02購01
066795,台積電凱基02購07
069713,欣興國票03購05
071648,聯發科國票05購01
076611,金像電國票06購01
076636,華碩元大06購01
03496P,友訊凱基02售02
069223,微星群益02購03
073180,欣陸國票05購01
075131,南六凱基05購01
03164P,牧德元大01售03
065770,元黃金國票01購01
068957,美利達凱基02購02
069551,欣興元大02購12
070601,上緯控國票03購03
073433,晶技群益04購02
077580,京鼎元大05購07
08877P,臺股指中信04售03
2884,玉山金
03997P,臺股指群益03售12
05370P,友達凱基06售04
063160,牧德富邦9C購02
066069,英業達凱基02購01
067032,致新元富01購01
069801,健策凱基03購02
069884,臺股指國票02購12
072244,彩晶國票05購02
077730,世紀鋼元大06購03
058836,FBVIX中信03購05
064723,大立光統一02購04
067190,智伸科凱基02購01
068906,台灣50群益02購10
075974,可成元富05購04
04117P,遠東新國票03售02
065147,寶成凱基01購01
066569,帆宣元大01購02
070777,台灣50凱基04購15
074599,台光電元大04購04
077618,台達電永豐05購02
04413P,國巨元富08售12
066386,宏全康和01購01
069275,欣興永豐02購04
069664,訊芯兆豐03購01
075244,立積統一07購01
075548,松翰群益05購01
077150,台灣50元大05購16
078944,國巨統一07購07
065248,聯發科麥證9C購03
078237,新日興元富0C購01
08691P,鎧勝中信05售02
03184P,台積電元大01售48
04208P,晶技凱基04售02
04643P,臺股指群益05售05
066705,聯鈞群益01購01
067805,宏碁凱基01購02
070325,臻鼎兆豐03購02
073950,萬海凱基05購01
074802,健鼎統一05購01
075117,彩晶兆豐05購01
2903,遠百
065474,旺宏元大9C購06
064695,京鼎群益02購02
066133,京元電群益01購01
067981,上証2X元大03購03
070433,台達電凱基03購02
073291,長華永豐04購01
076164,大成鋼元大05購04
076700,南六富邦07購01
079502,台表科凱基06購04
079631,上銀中信06購02
08702P,南電康和01售01
04882P,臺股指群益05售16
074956,達方凱基04購01
074990,國喬群益05購02
08966P,臺指反元大04售07
065815,微星元富9C購01
069179,臺股指元大02購13
069631,金像電元富08購02
076356,T50反1群益05購06
076556,長榮元富05購01
066302,卜蜂永豐01購01
068843,國巨統一03購05
077840,宏碁元大06購01
068823,景碩元大02購02
069926,臺股指凱基02購17
03100P,玉晶光凱基03售04
069637,矽創元富08購01
074420,晶碩元大04購03
075173,台表科統一07購01
075878,T50反1凱基07購04
079632,長榮日盛06購01
03153P,聯發科群益03售01
04784P,玉晶光國泰07售03
069894,台積電元大02購33
071533,玉晶光國票06購01
074091,康控富邦06購01
077106,奇力新統一06購02
6131,鈞泰
04128P,台積電元富07售22
04631P,台灣50凱基05售10
05002P,臺股指凱基05售29
065174,華新科元大02購02
066356,嘉基永豐01購01
067142,美利達永豐01購02
070427,國巨統一02購08
076744,宏達電凱基05購01
078373,立積元大06購02
2464,盟立
073397,國巨元富07購23
075351,緯穎群益06購01
075897,T50反1元大08購03
076873,國巨元大05購12
062821,華擎兆豐9C購01
076656,T50反1元富05購02
079003,聯發科凱基08購02
03967P,大立光凱基03售09
064682,嘉聯益兆豐01購01
073716,T50反1國票07購01
01009T,王道圓滿R1
3028,增你強
063248,創意元大9C購01
063861,南亞科國泰02購01
064427,喬山凱基01購01
066063,南電元大01購04
067589,拓凱群益02購01
068470,台積電群益01購20
067355,大立光群益01購07
071828,眾達元大03購01
076895,樺漢元大05購03
073678,聯發科凱基04購07
065604,聯發科元大9C購17
067789,和碩群益01購01
072854,臺股指元大04購22
076080,長榮航康和05購01
8467,波力-KY
9802,鈺齊-KY
067525,滬深2X群益02購03
075222,惠特凱基05購01
078019,旺宏中信09購01
2881A,富邦特
00701,國泰股利精選30
053951,T50反1台新06購02
064403,正崴凱基01購01
067909,玉晶光國泰03購02
076292,智伸科統一06購01
077399,奇鋐凱基05購05
078413,群創永豐06購02
3545,敦泰
070288,玉晶光凱基03購11
071720,聯茂元富07購01
073265,喬山永豐04購01
076401,緯創永豐05購01
065331,亞德客國票01購01
066999,滬深2X永豐01購01
069356,台化永豐02購01
075277,聯陽永豐05購01
064902,健策群益01購03
066419,聯發科元大01購11
066421,國產元大01購01
067429,國揚凱基02購01
069025,建準國票03購02
079012,台灣50元大06購08
079189,中鋼兆豐06購01
066477,鴻海元富07購01
066561,健策元大01購04
069992,奇鋐兆豐04購01
070700,為升凱基03購02
072472,上銀永豐03購01
074454,祥碩統一06購04
04317P,聯發科統一04售08
063536,美食統一01購01
067013,致新永豐01購01
067645,樺漢統一02購01
070666,亞德客群益03購02
073894,聚陽國票05購01
078356,和大元大07購01
066068,台積電凱基02購06
068275,健策永豐01購04
073607,樺漢兆豐04購02
079316,中鋼中信06購01
079709,智邦群益07購01
2330,台積電
04105P,國巨兆豐04售04
068708,新光金國票02購01
069609,GIS國票03購01
071700,訊芯國票04購02
074001,聯電凱基04購07
08560P,茂林國票01售01
4438,廣越
03670P,臺股指中信05售05
03685P,大立光群益03售04
04601P,嘉澤凱基05售02
065417,嘉晶國票01購02
066357,昇陽半永豐01購01
068755,鎧勝國泰04購01
071284,南茂兆豐04購01
072709,國巨統一03購11
1605,華新
03010P,國巨國泰03售01
061808,聯發科統一01購02
071851,鴻海元富07購11
076930,群創元富05購03
065906,瑞昱永豐9C購01
068327,聯發科元大01購27
069404,華通統一04購02
070132,微星統一03購02
078935,群創永豐06購03
03844P,玉晶光群益04售04
07615P,華通中信02售02
077961,旺宏元大06購03
04305P,聯發科群益04售05
05086P,聯電兆豐06售06
05097P,玉晶光凱基05售13
065950,正崴統一03購01
072242,創意國票04購02
076764,精英元大05購02
078154,台表科中信09購01
078162,國巨凱基07購02
065238,聯茂凱基02購01
072223,台積電凱基03購16
074797,晶豪科統一05購02
070083,彩晶國泰04購01
070796,華通國票03購03
076432,智邦國票06購01
077372,奇力新元大05購08
077377,聯詠元大05購07
078196,中工元大09購01
078781,上緯控群益08購01
079220,金像電凱基06購03
2440,太空梭
059626,台積電凱基01購01
063388,台光電兆豐9C購01
068612,崇越凱基01購01
069052,信邦元富08購01
070151,京元電元富05購01
076968,京鼎群益06購02
079472,智邦兆豐07購01
054371,台積電中信9C購01
061838,華新科凱基05購03
065769,T50反1國票03購03
067737,英業達元大01購01
067786,緯創群益04購01
073928,玉晶光元大07購03
074474,晶豪科永豐04購01
076523,榮成元大05購01
077658,南電統一07購02
1536,和大
069929,台積電統一04購11
079526,瑞昱元大06購05
079643,台灣50凱基06購13
020020,元大台股領航N
04367P,大立光群益05售04
070813,金像電元大03購05
074191,彩晶國泰08購01
078479,台達化國票07購01
03617P,可成國票02售02
03702P,群創元大03售02
03705P,台灣50群益03售07
061665,旺宏中信9C購01
066229,力山富邦04購01
072208,聯陽元大03購03
072708,鴻海統一05購04
077000,世芯國票06購02
065338,旺宏統一01購07
069476,台灣50元大03購03
074053,聯詠元大04購02
076282,智邦兆豐06購01
071027,華城永豐03購01
07521P,台積電中信01售05
05264P,台積電凱基0A售03
066367,緯創中信05購01
03074X,元展69
03440P,台光電凱基02售02
05367P,旺宏兆豐06售02
065775,神隆國泰03購01
08300P,世芯國票01售01
08828P,上証2X群益01售05
060347,大立光統一02購01
066560,聯鈞元大01購04
068601,台積電凱基03購07
071387,精成科凱基03購01
072123,欣興統一05購01
072384,中石化永豐03購01
074218,大立光元大04購20
04716P,台灣50凱基06售05
058922,聯發科元富03購02
066183,眾達凱基01購01
069202,台積電元大02購22
069244,金像電凱基02購04
073978,寶成永豐04購01
075481,創意永豐05購01
076966,長榮群益06購02
6558,興能高
066043,美律元大01購01
066609,國巨麥證01購04
066652,聯鈞康和01購01
066955,新日興元大01購01
068332,欣興元大03購02
077204,國巨兆豐06購04
079364,樺漢凱基06購01
03953P,智邦元大03售05
069632,聯發科元富02購09
070015,南電元大02購10
072358,大成鋼元大03購02
073178,玉晶光國票07購02
1473,台南
04605P,華城元富08售02
064111,國巨國票02購02
067318,康控元大01購03
071787,鈺齊兆豐04購01
072586,GIS富邦05購01
076415,超眾統一07購03
078298,聯電兆豐07購01
05111P,台灣50元富06售04
05202P,友達康和06售01
05901P,臺股指凱基9C售01
072922,鴻海元大05購01
075220,台郡凱基05購02
076326,美食元大05購01
077347,健鼎群益05購01
073570,可成元大04購08
2466,冠西電
04934P,南電凱基05售04
05283P,滬深2X群益06售03
063325,SP黃豆國票9C購02
077877,瑞儀兆豐07購01
079254,嘉晶元大06購04
08759P,滬深2X元大01售08
074561,大立光凱基06購05
078369,宏達電元大07購01
079198,正崴群益06購01
079767,華通富邦07購01
08033P,台灣50兆豐9C售03
1314,中石化
063105,健策群益9C購01
069339,群光群益02購02
073523,國巨國泰06購02
076775,南電元大05購03
069390,申豐元大02購01
070650,拓凱凱基03購01
070653,泰豐永豐03購01
079741,貿聯統一06購01
9944,新麗
04262P,美利達元大04售01
069429,上銀群益03購01
03986P,可成凱基04售03
04520P,台積電群益04售11
04655P,大立光元富05售02
065849,景碩元大9C購03
072749,祥碩元大03購08
2433,互盛電
063680,寶成富邦9C購01
070578,瑞昱日盛02購01
076576,科嘉永豐05購01
079359,嘉晶凱基06購02
03070P,台表科群益01售04
072068,台達電國泰05購01
074747,台郡元大04購02
078399,台達電永豐06購01
078478,滬深2X國票07購01
04789P,臺股指中信06售04
068202,玉晶光凱基03購02
079725,南電群益07購04
020004,兆豐電菁英30N
1531,高林股
069010,欣興兆豐03購03
074623,玉晶光凱基04購10
067489,華擎元大01購06
072372,欣興元大03購11
073175,精英國票05購01
075972,健策統一07購01
